1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 1
1 11 1
1 12 1
1 13 1
1 14 1
1 15 1
1 16 1
1 18 1
1 19 1
1 20 1
1 22 1
1 23 1
1 24 1
1 25 1
1 27 1
1 28 1
1 29 1
1 30 1
1 35 1
1 36 1
1 37 1
1 38 1
1 39 1
1 40 1
1 43 1
1 44 1
1 45 1
1 46 1
1 47 1
1 48 1
1 49 1
1 50 1
1 51 1
2 1 1
2 3 2
2 4 2
2 5 2
2 6 2
2 7 2
2 8 2
2 9 2
2 10 2
2 11 2
2 12 2
2 13 2
2 14 2
2 16 2
2 19 2
2 20 2
2 22 2
2 24 2
2 25 2
2 27 2
2 29 2
2 30 2
2 31 1
2 36 2
2 38 2
2 43 2
2 44 2
2 45 2
2 46 2
2 47 2
2 48 2
2 49 2
2 50 2
2 51 2
3 1 2
3 2 2
3 4 3
3 5 3
3 6 3
3 7 3
3 8 3
3 9 3
3 11 3
3 12 3
3 14 3
3 16 3
3 19 3
3 25 3
3 27 3
3 28 2
3 29 3
3 35 2
3 36 3
3 37 2
3 38 3
3 43 3
3 44 3
3 46 3
3 48 3
3 50 3
4 1 3
4 2 3
4 3 3
4 5 4
4 6 4
4 7 4
4 9 4
4 25 4
4 44 4
4 46 4
5 1 4
5 2 4
5 3 4
5 4 4
5 6 5
5 7 5
5 9 5
5 25 5
5 27 4
5 28 3
5 29 4
5 30 3
5 31 2
5 32 1
5 33 1
5 34 1
5 35 3
5 36 4
5 44 5
5 46 5
5 48 4
5 50 4
6 1 5
6 2 5
6 3 5
6 4 5
6 5 5
6 7 6
6 8 4
6 9 6
6 25 6
6 44 6
6 48 5
7 1 6
7 2 6
7 3 6
7 4 6
7 5 6
7 6 6
7 8 5
7 9 7
7 12 4
7 16 4
7 25 7
7 44 7
7 46 6
7 48 6
7 50 5
8 1 7
8 2 7
8 3 7
8 6 7
8 7 7
8 23 2
8 25 8
8 44 8
9 1 8
9 2 8
9 3 8
9 4 7
9 5 7
9 6 8
9 7 8
9 43 4
9 44 9
9 45 3
9 48 7
10 1 9
10 2 9
10 11 4
10 12 5
10 13 3
10 14 4
10 15 2
10 16 5
10 17 1
10 19 4
10 20 3
10 22 3
10 27 5
10 39 2
10 40 2
10 41 1
10 44 10
10 45 4
10 46 7
10 47 3
10 48 8
10 49 3
11 1 10
11 2 10
11 3 9
11 10 3
11 12 6
11 13 4
11 14 5
11 15 3
11 16 6
11 17 2
11 19 5
11 20 4
11 22 4
11 25 9
11 35 4
11 36 5
11 37 3
11 39 3
11 40 3
11 41 2
11 44 11
11 45 5
11 46 8
11 47 4
11 48 9
11 49 4
11 50 6
12 1 11
12 2 11
12 3 10
12 7 9
12 10 4
12 11 5
12 14 6
12 15 4
12 16 7
12 38 4
12 39 4
12 44 12
12 45 6
12 46 9
12 49 5
12 50 7
13 1 12
13 2 12
13 10 5
13 11 6
13 14 7
13 16 8
13 38 5
13 39 5
13 44 13
13 45 7
13 46 10
13 48 10
13 49 6
14 1 13
14 2 13
14 3 11
14 10 6
14 11 7
14 12 7
14 13 5
14 15 5
14 16 9
14 17 3
14 18 2
14 19 6
14 20 5
14 21 1
14 22 5
14 24 3
14 25 10
14 27 6
14 38 6
14 39 6
14 40 4
14 41 3
14 44 14
14 45 8
14 46 11
14 47 5
14 48 11
14 49 7
14 50 8
15 1 14
15 10 7
15 11 8
15 12 8
15 14 8
15 16 10
15 17 4
15 38 7
15 39 7
15 44 15
15 45 9
15 46 12
15 47 6
15 48 12
15 49 8
15 50 9
16 1 15
16 2 14
16 3 12
16 7 10
16 10 8
16 11 9
16 12 9
16 13 6
16 14 9
16 15 6
16 17 5
16 18 3
16 19 7
16 20 6
16 22 6
16 24 4
16 27 7
16 37 4
16 38 8
16 39 8
16 40 5
16 41 4
16 44 16
16 45 10
16 48 13
16 49 9
16 50 10
17 10 9
17 11 10
17 14 10
17 15 7
17 16 11
17 19 8
17 21 2
17 22 7
17 44 17
18 1 16
18 14 11
18 16 12
18 19 9
18 20 7
18 21 3
19 1 17
19 2 15
19 3 13
19 10 10
19 11 11
19 14 12
19 16 13
19 17 6
19 18 4
19 20 8
19 21 4
19 22 8
19 24 5
19 27 8
19 39 9
19 44 18
19 45 11
19 46 13
20 1 18
20 2 16
20 10 11
20 11 12
20 14 13
20 16 14
20 18 5
20 19 10
20 21 5
20 24 6
20 44 19
20 46 14
21 14 14
21 17 7
21 18 6
21 19 11
21 20 9
22 1 19
22 2 17
22 10 12
22 11 13
22 14 15
22 16 15
22 17 8
22 19 12
22 38 9
22 39 10
22 44 20
22 45 12
22 46 15
22 49 10
23 1 20
23 8 6
23 24 7
23 25 11
24 1 21
24 2 18
24 14 16
24 16 16
24 19 13
24 20 10
24 23 3
24 44 21
25 1 22
25 2 19
25 3 14
25 4 8
25 5 8
25 6 9
25 7 11
25 8 7
25 11 14
25 14 17
25 23 4
25 28 4
25 39 11
25 44 22
25 46 16
25 51 3
26 27 9
27 1 23
27 2 20
27 3 15
27 5 9
27 10 13
27 14 18
27 16 17
27 19 14
27 26 1
27 37 5
27 39 12
27 44 23
27 51 4
27 52 1
28 1 24
28 3 16
28 5 10
28 25 12
28 44 24
28 46 17
29 1 25
29 2 21
29 3 17
29 5 11
29 30 4
29 31 3
29 32 2
29 33 2
29 34 2
29 35 5
29 36 6
29 37 6
29 38 10
29 39 13
29 43 5
29 44 25
29 45 13
29 46 18
29 47 7
29 48 14
29 49 11
29 50 11
30 1 26
30 2 22
30 5 12
30 29 5
30 32 3
30 33 3
30 34 3
30 35 6
30 36 7
30 44 26
30 45 14
30 46 19
30 47 8
30 48 15
30 50 12
31 2 23
31 5 13
31 29 6
31 32 4
31 34 4
31 44 27
32 5 14
32 29 7
32 30 5
32 31 4
32 33 4
32 35 7
32 44 28
32 45 15
32 46 20
32 47 9
32 48 16
32 50 13
33 5 15
33 29 8
33 30 6
33 32 5
33 34 5
33 35 8
33 36 8
33 37 7
33 44 29
33 45 16
33 46 21
33 47 10
33 49 12
33 50 14
34 5 16
34 29 9
34 30 7
34 31 5
34 33 5
34 35 9
34 36 9
34 37 8
34 44 30
34 45 17
34 46 22
34 48 17
34 49 13
34 50 15
35 1 27
35 3 18
35 5 17
35 11 15
35 29 10
35 30 8
35 32 6
35 33 6
35 34 6
35 36 10
35 37 9
35 44 31
35 45 18
35 46 23
35 48 18
35 50 16
36 1 28
36 2 24
36 3 19
36 5 18
36 11 16
36 29 11
36 30 9
36 33 7
36 34 7
36 35 10
36 37 10
36 44 32
36 45 19
36 46 24
36 48 19
36 49 14
36 50 17
37 1 29
37 3 20
37 11 17
37 16 18
37 27 10
37 29 12
37 33 8
37 34 8
37 35 11
37 36 11
37 45 20
37 46 25
37 47 11
37 48 20
37 50 18
38 1 30
38 2 25
38 3 21
38 12 10
38 13 7
38 14 19
38 15 8
38 16 19
38 22 9
38 29 13
38 39 14
38 44 33
38 45 21
38 47 12
38 48 21
38 49 15
38 50 19
39 1 31
39 10 14
39 11 18
39 12 11
39 13 8
39 14 20
39 15 9
39 16 20
39 19 15
39 22 10
39 25 13
39 27 11
39 29 14
39 38 11
39 40 6
39 41 5
39 42 1
39 45 22
40 1 32
40 10 15
40 11 19
40 14 21
40 16 21
40 39 15
40 41 6
40 42 2
41 10 16
41 11 20
41 14 22
41 16 22
41 39 16
41 40 7
42 39 17
42 40 8
43 1 33
43 2 26
43 3 22
43 9 8
43 29 15
43 44 34
43 45 23
43 46 26
43 47 13
43 48 22
43 49 16
43 50 20
44 1 34
44 2 27
44 3 23
44 4 9
44 5 19
44 6 10
44 7 12
44 8 8
44 9 9
44 10 17
44 11 21
44 12 12
44 13 9
44 14 23
44 15 10
44 16 23
44 17 9
44 19 16
44 20 11
44 22 11
44 24 8
44 25 14
44 27 12
44 28 5
44 29 16
44 30 10
44 31 6
44 32 7
44 33 9
44 34 9
44 35 12
44 36 12
44 38 12
44 43 6
44 45 24
44 46 27
44 47 14
44 48 23
44 49 17
44 50 21
44 51 5
45 1 35
45 2 28
45 9 10
45 10 18
45 11 22
45 12 13
45 13 10
45 14 24
45 15 11
45 16 24
45 19 17
45 22 12
45 29 17
45 30 11
45 32 8
45 33 10
45 34 10
45 35 13
45 36 13
45 37 11
45 38 13
45 39 18
45 43 7
45 44 35
45 46 28
45 47 15
45 48 24
45 49 18
45 50 22
46 1 36
46 2 29
46 3 24
46 4 10
46 5 20
46 7 13
46 10 19
46 11 23
46 12 14
46 13 11
46 14 25
46 15 12
46 19 18
46 20 12
46 22 13
46 25 15
46 28 6
46 29 18
46 30 12
46 32 9
46 33 11
46 34 11
46 35 14
46 36 14
46 37 12
46 43 8
46 44 36
46 45 25
46 47 16
46 48 25
46 49 19
46 50 23
47 1 37
47 2 30
47 10 20
47 11 24
47 14 26
47 15 13
47 29 19
47 30 13
47 32 10
47 33 12
47 37 13
47 38 14
47 43 9
47 44 37
47 45 26
47 46 29
47 48 26
47 49 20
47 50 24
48 1 38
48 2 31
48 3 25
48 5 21
48 6 11
48 7 14
48 9 11
48 10 21
48 11 25
48 13 12
48 14 27
48 15 14
48 16 25
48 29 20
48 30 14
48 32 11
48 34 12
48 35 15
48 36 15
48 37 14
48 38 15
48 43 10
48 44 38
48 45 27
48 46 30
48 47 17
48 49 21
48 50 25
49 1 39
49 2 32
49 10 22
49 11 26
49 12 15
49 13 13
49 14 28
49 15 15
49 16 26
49 22 14
49 29 21
49 33 13
49 34 13
49 36 16
49 38 16
49 43 11
49 44 39
49 45 28
49 46 31
49 47 18
49 48 27
49 50 26
50 1 40
50 2 33
50 3 26
50 5 22
50 7 15
50 11 27
50 12 16
50 14 29
50 15 16
50 16 27
50 29 22
50 30 15
50 32 12
50 33 14
50 34 14
50 35 16
50 36 17
50 37 15
50 38 17
50 43 12
50 44 40
50 45 29
50 46 32
50 47 19
50 48 28
50 49 22
51 1 41
51 2 34
51 25 16
51 27 13
51 44 41
52 27 14
