2215378	839167	627134	0	179139	0	0	0	110	27431	0	30	0	10266	0	0	0	0	0	0	135	28184	0	37	0	10534	0	0	0	0	0	0	320	61173	0	77	0	23163	0	0	0	0	0	0	305	63219	0	78	0	24015	0	0	0	0	0	0	321462	1131584	0	35888	0	400664	0	0	0	0	0	0
2416502	521269	913628	0	144482	0	0	0	26055	618	0	9805	0	125	0	0	0	0	0	0	25619	558	0	9554	0	123	0	0	0	0	0	0	51688	1294	0	19501	0	245	0	0	0	0	0	0	49016	1262	0	18191	0	240	0	0	0	0	0	0	547233	304075	0	186672	0	35885	0	0	0	0	0	0
787826	303793	181826	0	52243	0	0	0	72	9471	0	13	0	3637	0	0	0	0	0	0	84	9486	0	18	0	3717	0	0	0	0	0	0	190	19675	0	46	0	7485	0	0	0	0	0	0	179	19192	0	42	0	7397	0	0	0	0	0	0	103907	234670	0	11943	0	83483	0	0	0	0	0	0
1521786	581186	256838	0	72192	0	0	0	51	5726	0	12	0	2197	0	0	0	0	0	0	48	5359	0	12	0	2092	0	0	0	0	0	0	95	10318	0	16	0	4045	0	0	0	0	0	0	76	9336	0	21	0	3512	0	0	0	0	0	0	164004	98472	0	18611	0	28595	0	0	0	0	0	0
1119001	434394	271193	0	78750	0	0	0	60	14116	0	11	0	5442	0	0	0	0	0	0	67	14299	0	22	0	5389	0	0	0	0	0	0	137	29253	0	38	0	11358	0	0	0	0	0	0	147	29022	0	40	0	10976	0	0	0	0	0	0	151494	369925	0	17419	0	132950	0	0	0	0	0	0
461021	158861	190082	0	49107	0	0	0	5174	23	0	2143	0	13	0	0	0	0	0	0	5311	39	0	2180	0	8	0	0	0	0	0	0	11999	76	0	4883	0	33	0	0	0	0	0	0	12844	77	0	5317	0	29	0	0	0	0	0	0	299380	82140	0	114703	0	10153	0	0	0	0	0	0
690852	269466	138794	0	39569	0	0	0	61	7135	0	18	0	2840	0	0	0	0	0	0	53	6903	0	5	0	2675	0	0	0	0	0	0	109	13922	0	24	0	5351	0	0	0	0	0	0	118	12918	0	27	0	5016	0	0	0	0	0	0	81672	129717	0	9181	0	45484	0	0	0	0	0	0
216404	96598	86164	0	29678	0	0	0	979	2	0	392	0	2	0	0	0	0	0	0	1045	3	0	394	0	2	0	0	0	0	0	0	2349	7	0	976	0	7	0	0	0	0	0	0	2771	8	0	1063	0	8	0	0	0	0	0	0	193403	39126	0	70793	0	4617	0	0	0	0	0	0
296732	118934	105543	0	32075	0	0	0	25	3023	0	6	0	1232	0	0	0	0	0	0	23	3130	0	8	0	1243	0	0	0	0	0	0	57	7317	0	18	0	2914	0	0	0	0	0	0	62	7732	0	22	0	2965	0	0	0	0	0	0	51262	207888	0	6238	0	76983	0	0	0	0	0	0
1111080	598330	469152	0	177498	0	0	0	1028	134	0	440	0	74	0	0	0	0	0	0	1103	148	0	461	0	88	0	0	0	0	0	0	2297	306	0	960	0	144	0	0	0	0	0	0	2552	311	0	1068	0	151	0	0	0	0	0	0	601817	229521	0	200801	0	42081	0	0	0	0	0	0
7036066	2491437	1068961	0	278493	0	0	0	309	11532	0	48	0	4067	0	0	0	0	0	0	322	11311	0	54	0	3900	0	0	0	0	0	0	639	20907	0	105	0	7303	0	0	0	0	0	0	594	18735	0	83	0	6725	0	0	0	0	0	0	707137	257723	0	77171	0	57480	0	0	0	0	0	0
1673577	694593	833682	0	269473	0	0	0	15	7518	0	16	0	3136	0	0	0	0	0	0	10	8003	0	10	0	3376	0	0	0	0	0	0	48	19494	0	17	0	8235	0	0	0	0	0	0	44	23262	0	17	0	9424	0	0	0	0	0	0	339108	1859576	0	40078	0	715264	0	0	0	0	0	0
1512430	627570	719664	0	230111	0	0	0	32	9572	0	11	0	4124	0	0	0	0	0	0	38	10438	0	9	0	4313	0	0	0	0	0	0	78	25259	0	36	0	10462	0	0	0	0	0	0	110	28734	0	44	0	11797	0	0	0	0	0	0	304891	1606901	0	37293	0	619788	0	0	0	0	0	0
665558	370536	304056	0	115424	0	0	0	308	147	0	128	0	86	0	0	0	0	0	0	263	140	0	123	0	75	0	0	0	0	0	0	611	280	0	278	0	137	0	0	0	0	0	0	669	271	0	286	0	154	0	0	0	0	0	0	277959	147875	0	89928	0	30702	0	0	0	0	0	0
