0.000000	20000	153	79847
0.002037	20004	152	79844
0.004033	20010	152	79838
0.006143	20006	149	79845
0.008060	20016	144	79840
0.010184	20022	143	79835
0.012036	20027	140	79833
0.014067	20020	153	79827
0.016012	20021	156	79823
0.018012	20024	141	79835
0.020049	20028	141	79831
0.022085	20031	135	79834
0.024025	20032	140	79828
0.026004	20028	147	79825
0.028075	20029	147	79824
0.030024	20027	146	79827
0.032012	20027	153	79820
0.034191	20022	159	79819
0.036018	20032	166	79802
0.038087	20030	171	79799
0.040090	20030	172	79798
0.042029	20036	161	79803
0.044008	20029	173	79798
0.046061	20021	183	79796
0.048023	20026	180	79794
0.050002	20027	187	79786
0.052090	20009	190	79801
0.054005	20005	191	79804
0.056017	19996	190	79814
0.058076	19998	184	79818
0.060025	20003	186	79811
0.062009	19998	189	79813
0.064007	20001	179	79820
0.066012	19993	177	79830
0.068037	19999	177	79824
0.070045	19993	180	79827
0.072020	19984	194	79822
0.074045	19976	191	79833
0.076003	19970	185	79845
0.078040	19974	178	79848
0.080204	19964	187	79849
0.082002	19963	183	79854
0.084028	19950	190	79860
0.086014	19948	194	79858
0.088134	19946	192	79862
0.090094	19939	197	79864
0.092022	19941	187	79872
0.094037	19927	197	79876
0.096015	19918	197	79885
0.098044	19914	203	79883
0.100079	19907	204	79889
0.102086	19919	189	79892
0.104009	19915	194	79891
0.106006	19918	185	79897
0.108070	19919	181	79900
0.110017	19916	180	79904
0.112014	19906	171	79923
0.114021	19909	169	79922
0.116016	19911	160	79929
0.118040	19906	156	79938
0.120008	19907	159	79934
0.122044	19908	156	79936
0.124006	19904	165	79931
0.126060	19900	166	79934
0.128001	19893	166	79941
0.130043	19893	165	79942
0.132008	19891	160	79949
0.134008	19900	152	79948
0.136002	19888	161	79951
0.138084	19890	153	79957
0.140044	19894	158	79948
0.142039	19889	161	79950
0.144030	19896	152	79952
0.146027	19905	153	79942
0.148135	19918	143	79939
0.150039	19923	144	79933
0.152011	19923	143	79934
0.154006	19923	148	79929
0.156064	19924	140	79936
0.158049	19923	139	79938
0.160021	19932	133	79935
0.162004	19937	139	79924
0.164088	19928	136	79936
0.166021	19927	132	79941
0.168002	19924	129	79947
0.170026	19933	124	79943
0.172158	19935	126	79939
0.174037	19940	119	79941
0.176040	19951	112	79937
0.178079	19956	110	79934
0.180111	19956	109	79935
0.182086	19968	103	79929
0.184110	19969	99	79932
0.186039	19975	95	79930
0.188132	19978	95	79927
0.190081	19987	91	79922
0.192143	20001	83	79916
0.194042	20015	82	79903
0.196004	20026	80	79894
0.198022	20034	83	79883
0.200021	20040	83	79877
0.202066	20048	82	79870
0.204076	20054	82	79864
0.206120	20063	81	79856
0.208071	20068	81	79851
0.210034	20076	84	79840
0.212098	20087	81	79832
0.214129	20095	82	79823
0.216006	20105	73	79822
0.218008	20111	65	79824
0.220072	20115	70	79815
0.222035	20121	76	79803
0.224011	20134	73	79793
0.226046	20149	66	79785
0.228008	20156	65	79779
0.230003	20164	61	79775
0.232054	20173	60	79767
0.234041	20186	61	79753
0.236056	20192	63	79745
0.238080	20202	65	79733
0.240100	20207	69	79724
0.242008	20207	69	79724
0.244004	20220	69	79711
0.246009	20235	69	79696
0.248041	20242	76	79682
0.250009	20251	85	79664
0.252026	20252	85	79663
0.254005	20245	96	79659
0.256010	20255	96	79649
0.258063	20262	100	79638
0.260032	20265	96	79639
0.262003	20271	98	79631
0.264126	20281	97	79622
0.266087	20290	93	79617
0.268006	20292	93	79615
0.270025	20300	95	79605
0.272044	20299	101	79600
0.274092	20304	99	79597
0.276038	20307	105	79588
0.278091	20305	107	79588
0.280009	20304	113	79583
0.282005	20303	123	79574
0.284098	20300	124	79576
0.286018	20315	120	79565
0.288030	20319	123	79558
0.290065	20316	124	79560
0.292093	20309	126	79565
0.294009	20313	122	79565
0.296009	20318	123	79559
0.298045	20326	117	79557
0.300059	20323	122	79555
0.302088	20322	116	79562
0.304020	20311	125	79564
0.306044	20313	129	79558
0.308055	20315	129	79556
0.310004	20309	127	79564
0.312002	20311	120	79569
0.314021	20316	113	79571
0.316018	20328	103	79569
0.318114	20339	103	79558
0.320069	20344	96	79560
0.322027	20351	98	79551
0.324034	20354	101	79545
0.326045	20355	103	79542
0.328034	20361	100	79539
0.330012	20366	99	79535
0.332038	20369	102	79529
0.334004	20379	94	79527
0.336058	20381	97	79522
0.338077	20384	100	79516
0.340019	20389	99	79512
0.342070	20392	101	79507
0.344007	20398	110	79492
0.346042	20403	108	79489
0.348012	20411	106	79483
0.350057	20411	102	79487
0.352056	20407	104	79489
0.354006	20413	111	79476
0.356025	20420	111	79469
0.358064	20419	116	79465
0.360162	20429	113	79458
0.362023	20442	107	79451
0.364018	20440	113	79447
0.366095	20437	123	79440
0.368039	20438	119	79443
0.370009	20440	121	79439
0.372236	20443	114	79443
0.374085	20447	115	79438
0.376021	20451	108	79441
0.378083	20455	111	79434
0.380085	20458	115	79427
0.382006	20471	112	79417
0.384006	20476	114	79410
0.386030	20485	106	79409
0.388111	20491	108	79401
0.390026	20504	103	79393
0.392053	20508	107	79385
0.394130	20504	114	79382
0.396054	20509	111	79380
0.398046	20510	109	79381
0.400058	20513	101	79386
0.402050	20523	99	79378
0.404011	20522	102	79376
0.406005	20525	101	79374
0.408006	20524	106	79370
0.410079	20528	105	79367
0.412013	20539	109	79352
0.414025	20548	107	79345
0.416091	20556	105	79339
0.418042	20562	102	79336
0.420011	20555	100	79345
0.422075	20566	104	79330
0.424122	20570	103	79327
0.426012	20569	99	79332
0.428040	20575	99	79326
0.430006	20575	104	79321
0.432042	20588	95	79317
0.434013	20611	94	79295
0.436076	20606	100	79294
0.438060	20612	102	79286
0.440045	20612	105	79283
0.442022	20608	105	79287
0.444018	20617	106	79277
0.446013	20633	107	79260
0.448005	20637	110	79253
0.450126	20640	106	79254
0.452035	20643	104	79253
0.454042	20645	104	79251
0.456061	20649	104	79247
0.458090	20652	102	79246
0.460000	20657	108	79235
0.462009	20670	107	79223
0.464123	20679	110	79211
0.466023	20681	113	79206
0.468033	20695	111	79194
0.470015	20698	112	79190
0.472001	20697	107	79196
0.474045	20704	100	79196
0.476091	20714	96	79190
