0.000000	20000	7272	72728
0.002000	19999	7278	72723
0.004024	20009	7274	72717
0.006037	20008	7282	72710
0.008025	20009	7285	72706
0.010066	20008	7287	72705
0.012018	20001	7285	72714
0.014125	19999	7291	72710
0.016003	19996	7294	72710
0.018116	20003	7294	72703
0.020064	20003	7295	72702
0.022021	20012	7298	72690
0.024008	20013	7287	72700
0.026030	20016	7280	72704
0.028054	20004	7280	72716
0.030007	20002	7278	72720
0.032013	20004	7274	72722
0.034011	20014	7264	72722
0.036140	20007	7269	72724
0.038096	20013	7273	72714
0.040003	20017	7272	72711
0.042007	20016	7272	72712
0.044005	20011	7275	72714
0.046009	20005	7281	72714
0.048062	20010	7281	72709
0.050001	20009	7289	72702
0.052016	20011	7284	72705
0.054032	20008	7285	72707
0.056001	20009	7290	72701
0.058002	20012	7294	72694
0.060198	20014	7295	72691
0.062010	20015	7300	72685
0.064048	20018	7304	72678
0.066022	20020	7299	72681
0.068001	20023	7295	72682
0.070040	20016	7294	72690
0.072017	20023	7293	72684
0.074005	20021	7296	72683
0.076136	20019	7303	72678
0.078000	20015	7308	72677
0.080001	20019	7312	72669
0.082044	20020	7311	72669
0.084056	20014	7316	72670
0.086055	20005	7326	72669
0.088097	20001	7334	72665
0.090036	20001	7330	72669
0.092041	20005	7322	72673
0.094016	20000	7316	72684
0.096054	20004	7313	72683
0.098007	20012	7314	72674
0.100003	20009	7309	72682
0.102072	20011	7309	72680
0.104045	20014	7306	72680
0.106010	20001	7302	72697
0.108021	20000	7312	72688
0.110055	19994	7306	72700
0.112083	19993	7299	72708
0.114001	19996	7299	72705
0.116035	19994	7300	72706
0.118009	19994	7300	72706
0.120074	19990	7301	72709
0.122070	19985	7304	72711
0.124078	19990	7304	72706
0.126007	19979	7309	72712
0.128030	19980	7306	72714
0.130058	19975	7305	72720
0.132067	19981	7296	72723
0.134020	19984	7301	72715
0.136093	19991	7302	72707
0.138008	19990	7302	72708
0.140012	19982	7298	72720
0.142028	19979	7300	72721
0.144001	19982	7301	72717
0.146057	19973	7301	72726
0.148006	19980	7299	72721
0.150061	19979	7294	72727
0.152017	19980	7286	72734
0.154006	19977	7289	72734
0.156040	19979	7285	72736
0.158060	19985	7286	72729
0.160035	19995	7286	72719
0.162001	19990	7285	72725
0.164035	19992	7290	72718
0.166033	19986	7280	72734
0.168082	19987	7279	72734
0.170004	19989	7287	72724
0.172137	19985	7294	72721
0.174018	19978	7291	72731
0.176113	19974	7293	72733
0.178017	19973	7295	72732
0.180019	19978	7293	72729
0.182001	19983	7288	72729
0.184010	19994	7278	72728
0.186076	20000	7272	72728
0.188000	19999	7273	72728
0.190102	19999	7277	72724
0.192013	19996	7280	72724
0.194011	20004	7278	72718
0.196099	20012	7280	72708
0.198016	20017	7282	72701
0.200085	20015	7287	72698
0.202005	20012	7280	72708
0.204128	20022	7278	72700
0.206138	20020	7268	72712
0.208002	20017	7266	72717
0.210005	20022	7262	72716
0.212051	20018	7258	72724
0.214094	20021	7264	72715
0.216071	20015	7280	72705
0.218009	20022	7272	72706
0.220002	20021	7278	72701
0.222056	20024	7276	72700
