0	0.331638	3.92629e-05
0.005	0.331771	4.49242e-05
0.01	0.331901	5.09832e-05
0.015	0.332023	5.83912e-05
0.02	0.332142	6.61719e-05
0.025	0.332253	7.53212e-05
0.03	0.332357	8.5537e-05
0.035	0.332454	9.66848e-05
0.04	0.332537	0.000109945
0.045	0.332619	0.000123389
0.05	0.332677	0.000140316
0.055	0.332734	0.000157243
0.06	0.332765	0.000177544
0.065	0.33279	0.000198719
0.07	0.332794	0.000222415
0.075	0.332779	0.000248271
0.08	0.332751	0.00027549
0.085	0.33269	0.000306169
0.09	0.332627	0.000336969
0.095	0.332512	0.000372154
0.1	0.332398	0.000407339
0.105	0.332237	0.000445308
0.11	0.332063	0.000484104
0.115	0.331859	0.000523728
0.12	0.331616	0.000564416
0.125	0.331373	0.000605103
0.13	0.331077	0.000644427
0.135	0.330757	0.000683143
0.14	0.330437	0.000721858
0.145	0.330089	0.000757043
0.15	0.329703	0.000787388
0.155	0.329316	0.000817733
0.16	0.328924	0.000846164
0.165	0.328504	0.000863941
0.17	0.328083	0.000881718
0.175	0.32766	0.000890441
0.18	0.327235	0.000894449
0.185	0.326814	0.000896083
0.19	0.32641	0.000885497
0.195	0.326005	0.000874912
0.2	0.325629	0.000855318
0.205	0.325267	0.000831244
0.21	0.324916	0.000805304
0.215	0.324614	0.000770449
0.22	0.324313	0.000735594
0.225	0.324055	0.000696538
0.23	0.323824	0.00065489
0.235	0.323603	0.000612915
0.24	0.323446	0.000568781
0.245	0.323289	0.000524647
0.25	0.323177	0.000481329
0.255	0.32309	0.000438461
0.26	0.323012	0.000396233
0.265	0.322988	0.000357409
0.27	0.322963	0.000318586
0.275	0.322974	0.000283513
0.28	0.322998	0.000249901
0.285	0.323046	0.00021974
0.29	0.323107	0.000191488
0.295	0.323184	0.000166271
0.3	0.323275	0.000143364
0.305	0.323376	0.000122757
0.31	0.323488	0.000104526
0.315	0.323611	8.88699e-05
0.32	0.323739	7.45186e-05
0.325	0.323876	6.29383e-05
0.33	0.324016	5.19239e-05
0.335	0.324164	4.36279e-05
0.34	0.324314	3.57247e-05
0.345	0.324468	2.96199e-05
0.35	0.324625	2.41204e-05
0.355	0.324784	1.97396e-05
0.36	0.324944	1.59848e-05
0.365	0.325107	1.29373e-05
0.37	0.32527	1.04154e-05
0.375	0.325435	8.36707e-06
0.38	0.3256	6.68348e-06
0.385	0.325766	5.35961e-06
0.39	0.325933	4.2289e-06
0.395	0.3261	3.41104e-06
0.4	0.326267	2.63936e-06
0.405	0.326434	2.16e-06
0.41	0.326602	1.68065e-06
0.415	0.32677	1.36006e-06
0.42	0.326937	1.09595e-06
0.425	0.327105	8.50813e-07
0.43	0.327273	7.15563e-07
0.435	0.327441	5.80313e-07
0.44	0.327609	4.67692e-07
0.445	0.327777	4.04199e-07
0.45	0.327944	3.40707e-07
0.455	0.328112	2.8362e-07
0.46	0.32828	2.56761e-07
0.465	0.328448	2.29901e-07
0.47	0.328616	2.03042e-07
0.475	0.328783	1.86869e-07
0.48	0.328951	1.76911e-07
0.485	0.329119	1.66953e-07
0.49	0.329286	1.56996e-07
0.495	0.329454	1.50941e-07
0.5	0.329621	1.48038e-07
0.505	0.329789	1.45135e-07
0.51	0.329956	1.42233e-07
0.515	0.330124	1.3933e-07
0.52	0.330291	1.38577e-07
0.525	0.330458	1.38578e-07
0.53	0.330625	1.38579e-07
0.535	0.330793	1.38581e-07
0.54	0.33096	1.38582e-07
0.545	0.331127	1.38583e-07
0.55	0.331294	1.4009e-07
0.555	0.331461	1.41745e-07
0.56	0.331628	1.43401e-07
0.565	0.331795	1.45056e-07
0.57	0.331962	1.46712e-07
0.575	0.332129	1.48367e-07
0.58	0.332296	1.50023e-07
0.585	0.332463	1.53029e-07
0.59	0.332629	1.56474e-07
0.595	0.332796	1.59919e-07
0.6	0.332963	1.63364e-07
0.605	0.333129	1.66809e-07
0.61	0.333296	1.70254e-07
0.615	0.333463	1.73699e-07
0.62	0.333629	1.77143e-07
0.625	0.333796	1.81683e-07
0.63	0.333962	1.87926e-07
0.635	0.334128	1.94169e-07
0.64	0.334294	2.00413e-07
0.645	0.334461	2.06656e-07
0.65	0.334627	2.12899e-07
0.655	0.334793	2.19143e-07
0.66	0.334959	2.25386e-07
0.665	0.335126	2.31629e-07
0.67	0.335292	2.40598e-07
