0	0.196158	0.000122581
0.005	0.196319	0.000132605
0.01	0.196478	0.000143089
0.015	0.196632	0.000154794
0.02	0.196782	0.000167463
0.025	0.196933	0.000180132
0.03	0.197076	0.000194303
0.035	0.197213	0.000210204
0.04	0.197349	0.000226106
0.045	0.197482	0.000242666
0.05	0.197601	0.000262442
0.055	0.19772	0.000282218
0.06	0.197839	0.000301994
0.065	0.19794	0.000325561
0.07	0.198038	0.000349665
0.075	0.198136	0.00037377
0.08	0.19822	0.000400531
0.085	0.198294	0.000429205
0.09	0.198367	0.00045788
0.095	0.198433	0.000487833
0.1	0.198479	0.000520965
0.105	0.198524	0.000554097
0.11	0.19857	0.000587229
0.115	0.198585	0.000624247
0.12	0.1986	0.000661295
0.125	0.198615	0.000698343
0.13	0.19861	0.000736934
0.135	0.198591	0.000776731
0.14	0.198571	0.000816528
0.145	0.198551	0.000856324
0.15	0.1985	0.000896096
0.155	0.198439	0.000935861
0.16	0.198378	0.000975625
0.165	0.198316	0.00101539
0.17	0.198255	0.00105515
0.175	0.198174	0.00109173
0.18	0.198074	0.00112545
0.185	0.197975	0.00115917
0.19	0.197875	0.0011929
0.195	0.197776	0.00122662
0.2	0.19767	0.00125688
0.205	0.197551	0.00127894
0.21	0.197431	0.001301
0.215	0.197312	0.00132306
0.22	0.197192	0.00134512
0.225	0.197072	0.00135629
0.23	0.196951	0.00136481
0.235	0.196831	0.00137334
0.24	0.19671	0.00138186
0.245	0.196601	0.00137723
0.25	0.196493	0.00137212
0.255	0.196384	0.001367
0.26	0.196279	0.00136028
0.265	0.196194	0.00134226
0.27	0.196109	0.00132424
0.275	0.196023	0.00130621
0.28	0.195947	0.00128514
0.285	0.195894	0.00125641
0.29	0.195841	0.00122767
0.295	0.195787	0.00119894
0.3	0.195748	0.00116753
0.305	0.195734	0.00113111
0.31	0.19572	0.00109469
0.315	0.195706	0.00105827
0.32	0.195692	0.00102185
0.325	0.195715	0.000982455
0.33	0.195744	0.000942617
0.335	0.195773	0.000902779
0.34	0.195802	0.00086294
0.345	0.195846	0.00082347
0.35	0.195915	0.000784572
0.355	0.195983	0.000745675
0.36	0.196052	0.000706777
0.365	0.19612	0.00066788
0.37	0.196221	0.000632857
0.375	0.196324	0.000598208
0.38	0.196428	0.00056356
0.385	0.196531	0.000528911
0.39	0.196637	0.000494584
0.395	0.196766	0.000465387
0.4	0.196896	0.00043619
0.405	0.197025	0.000406993
0.41	0.19716	0.000379311
0.415	0.197307	0.000355223
0.42	0.197454	0.000331135
0.425	0.197602	0.000307047
0.43	0.197756	0.000285555
0.435	0.197917	0.000266323
0.44	0.198078	0.000247092
0.445	0.198238	0.00022786
0.45	0.198407	0.000211945
0.455	0.198578	0.000197006
0.46	0.198749	0.000182068
0.465	0.19892	0.000167166
0.47	0.199098	0.000155823
0.475	0.199277	0.000144479
0.48	0.199455	0.000133135
0.485	0.199635	0.000122506
0.49	0.199819	0.000114048
0.495	0.200003	0.000105589
0.5	0.200186	9.71298e-05
0.505	0.200372	8.9759e-05
0.51	0.20056	8.35403e-05
0.515	0.200748	7.73216e-05
0.52	0.200935	7.11029e-05
0.525	0.201125	6.61172e-05
0.53	0.201315	6.16027e-05
0.535	0.201506	5.70882e-05
0.54	0.201696	5.25737e-05
0.545	0.201888	4.92457e-05
0.55	0.202081	4.60271e-05
0.555	0.202273	4.28084e-05
0.56	0.202465	3.95898e-05
0.565	0.202659	3.72743e-05
0.57	0.202852	3.50399e-05
0.575	0.203046	3.28054e-05
0.58	0.20324	3.05709e-05
0.585	0.203434	2.88237e-05
0.59	0.203629	2.73257e-05
0.595	0.203823	2.58277e-05
0.6	0.204018	2.43296e-05
0.605	0.204213	2.28713e-05
0.61	0.204408	2.19184e-05
0.615	0.204603	2.09655e-05
0.62	0.204798	2.00125e-05
0.625	0.204993	1.90596e-05
0.63	0.205188	1.81277e-05
0.635	0.205384	1.75801e-05
0.64	0.205579	1.70324e-05
0.645	0.205774	1.64847e-05
0.65	0.20597	1.5937e-05
0.655	0.206165	1.53894e-05
0.66	0.20636	1.49855e-05
0.665	0.206556	1.47533e-05
0.67	0.206751	1.45211e-05
0.675	0.206946	1.42889e-05
0.68	0.207141	1.40567e-05
0.685	0.207337	1.38244e-05
0.69	0.207532	1.36112e-05
0.695	0.207727	1.36653e-05
0.7	0.207921	1.37194e-05
0.705	0.208116	1.37735e-05
0.71	0.208311	1.38276e-05
0.715	0.208506	1.38816e-05
0.72	0.208701	1.39357e-05
0.725	0.208895	1.39898e-05
0.73	0.209089	1.42401e-05
0.735	0.209283	1.46672e-05
0.74	0.209476	1.50943e-05
0.745	0.20967	1.55214e-05
0.75	0.209864	1.59485e-05
0.755	0.210057	1.63756e-05
0.76	0.210251	1.68027e-05
0.765	0.210444	1.72298e-05
0.77	0.210638	1.76569e-05
0.775	0.21083	1.82779e-05
0.78	0.211022	1.92863e-05
0.785	0.211213	2.02946e-05
0.79	0.211404	2.13029e-05
0.795	0.211596	2.23113e-05
0.8	0.211787	2.33196e-05
0.805	0.211978	2.4328e-05
0.81	0.212169	2.54625e-05
0.815	0.212357	2.73125e-05
0.82	0.212545	2.91625e-05
0.825	0.212734	3.10125e-05
0.83	0.212922	3.28625e-05
0.835	0.21311	3.47126e-05
0.84	0.213296	3.72332e-05
0.845	0.21348	4.02694e-05
0.85	0.213664	4.33057e-05
0.855	0.213848	4.63419e-05
0.86	0.214032	4.93782e-05
0.865	0.21421	5.39874e-05
0.87	0.214389	5.86586e-05
0.875	0.214567	6.33297e-05
0.88	0.214746	6.80496e-05
0.885	0.214917	7.49181e-05
0.89	0.215088	8.17865e-05
0.895	0.215259	8.8655e-05
0.9	0.215425	9.72522e-05
0.905	0.215587	0.00010721
0.91	0.215748	0.000117169
0.915	0.215909	0.000127517
0.92	0.216058	0.000141507
0.925	0.216206	0.000155497
0.93	0.216351	0.000171004
0.935	0.216484	0.000190068
0.94	0.216617	0.000209131
0.945	0.216741	0.000231375
0.95	0.216855	0.000256783
0.955	0.216966	0.00028308
0.96	0.217056	0.00031622
0.965	0.217146	0.000349361
0.97	0.217214	0.000389812
0.975	0.217273	0.000432987
0.98	0.21732	0.000480174
0.985	0.217344	0.000535075
0.99	0.217353	0.000594448
0.995	0.217335	0.000662657
1	0.2173	0.000736202
1.005	0.217231	0.000820585
1.01	0.217141	0.000911262
1.015	0.21701	0.00101508
1.02	0.216856	0.0011257
1.025	0.216654	0.00125096
1.03	0.216409	0.0013891
1.035	0.216129	0.00153741
1.04	0.215777	0.00170644
1.045	0.215403	0.00188181
1.05	0.214929	0.00208455
1.055	0.214422	0.00229591
1.06	0.213829	0.00252928
1.065	0.213169	0.00277928
1.07	0.212445	0.00304449
1.075	0.21161	0.00333411
1.08	0.210741	0.00363132
1.085	0.209713	0.00395907
1.09	0.208665	0.00428996
1.095	0.207447	0.00464734
1.1	0.206228	0.00500472
1.105	0.20482	0.00538145
1.11	0.203399	0.00575961
1.115	0.201831	0.00614186
1.12	0.200214	0.00652549
1.125	0.198499	0.00690113
1.13	0.196709	0.0072706
1.135	0.194865	0.00762628
1.14	0.192936	0.00795961
1.145	0.190988	0.00828085
1.15	0.188962	0.00855329
1.155	0.186937	0.00882572
1.16	0.184879	0.0090368
1.165	0.182814	0.0092339
1.17	0.180757	0.00935931
